sample	strain	lineage	accession	chromosome	length	source	vni_subdivision	dataset	samples_in_lineage	samples_in_dataset_lineage	total_samples	norm_chrom_mean	norm_chrom_median	total_cnv_size	n_cnvs	first	last	mean_cnv_depth	median_cnv_depth	repeat_size	dup_coverage_percent	dup_span_size	dup_span_percent	dup_repeat_percent
SRS409067	MW-RSA852	VNII	CP091259.1	chr13	785846	Clinical		Desjardins	16	16	1055	0.99	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409067	MW-RSA852	VNII	CP091260.1	chr14	732150	Clinical		Desjardins	16	16	1055	0.99	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Desjardins	853	185	1055	1	0.99	11000	1	339501	350500	5.04	5.04	0	0.48	10999	0.48	0
SRS409074	Th84	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Desjardins	853	185	1055	1.18	1.01	6500	1	274501	281000	46.15	46.15	3735	0.4	6499	0.4	0.23
SRS409074	Th84	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Desjardins	853	185	1055	1.01	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Desjardins	853	185	1055	1.02	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Desjardins	853	185	1055	0.99	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Desjardins	853	185	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Desjardins	853	185	1055	1.02	1.02	4000	1	164001	168000	2.04	2.04	3807	0.29	3999	0.29	0.27
SRS409074	Th84	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Desjardins	853	185	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Desjardins	853	185	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Desjardins	853	185	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Desjardins	853	185	1055	0.99	1	4500	1	926001	930500	1.99	1.99	3387	0.29	4499	0.29	0.22
SRS409074	Th84	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Desjardins	853	185	1055	1.05	1.04	4500	1	162001	166500	2.85	2.85	1788	0.58	4499	0.58	0.23
SRS409074	Th84	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Desjardins	853	185	1055	0.98	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409074	Th84	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Desjardins	853	185	1055	1.01	1.03	367	1	942501	942867	0	0	367	0.04	366	0.04	0.04
SRS409075	Bt206	VNBII	CP097924.1	chr01	2295340	Clinical		Desjardins	64	64	1055	0.92	0.94	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097925.1	chr02	1785217	Clinical		Desjardins	64	64	1055	0.94	0.96	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097926.1	chr03	1050385	Clinical		Desjardins	64	64	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097927.1	chr04	1132108	Clinical		Desjardins	64	64	1055	1.01	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097928.1	chr05	1907804	Clinical		Desjardins	64	64	1055	0.93	0.96	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097929.1	chr06	1479199	Clinical		Desjardins	64	64	1055	0.98	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097930.1	chr07	1447619	Clinical		Desjardins	64	64	1055	0.98	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097931.1	chr08	1474796	Clinical		Desjardins	64	64	1055	0.98	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097932.1	chr09	1298212	Clinical		Desjardins	64	64	1055	0.99	1.02	7500	2	50501	900500	1.45	1.45	4641	0.58	849999	65.47	0.36
SRS409075	Bt206	VNBII	CP097933.1	chr10	1072083	Clinical		Desjardins	64	64	1055	1.01	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097934.1	chr11	2067034	Clinical		Desjardins	64	64	1055	0.95	0.96	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097935.1	chr12	843053	Clinical		Desjardins	64	64	1055	1	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097936.1	chr13	880205	Clinical		Desjardins	64	64	1055	1.01	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409075	Bt206	VNBII	CP097937.1	chr14	1011092	Clinical		Desjardins	64	64	1055	0.98	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003820.1	chr01	2291499	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.85	0.81	17500	2	13001	350000	2.14	2.14	37	0.76	336999	14.71	0
SRS409076	Tu259-1	VNI	CP003821.1	chr02	1621675	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.95	0.83	6500	1	274501	281000	25.35	25.35	3735	0.4	6499	0.4	0.23
SRS409076	Tu259-1	VNI	CP003822.1	chr03	1575141	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.96	0.96	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003823.1	chr04	1084805	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.07	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003824.1	chr05	1814975	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.9	0.88	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003825.1	chr06	1422463	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003826.1	chr07	1399503	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.98	0.97	4000	1	164001	168000	2.04	2.04	3807	0.29	3999	0.29	0.27
SRS409076	Tu259-1	VNI	CP003827.1	chr08	1398693	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003828.1	chr09	1186808	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.08	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003829.1	chr10	1059964	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.05	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003830.1	chr11	1561994	Environmental	VNIa-outlier	Desjardins	853	185	1055	0.91	0.91	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003831.1	chr12	774062	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.13	1.11	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409076	Tu259-1	VNI	CP003832.1	chr13	756744	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.12	1.13	15000	2	12001	752500	2.35	2.35	5697	1.98	740499	97.85	0.75
SRS409076	Tu259-1	VNI	CP003833.2	chr14	942867	Environmental	VNIa-outlier	Desjardins	853	185	1055	1.06	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr01_Bt22	chr01	2281270	Clinical		Desjardins	122	122	1055	0.84	0.8	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr02_Bt22	chr02	1712483	Clinical		Desjardins	122	122	1055	0.85	0.81	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr03_Bt22	chr03	1067780	Clinical		Desjardins	122	122	1055	1.12	1.13	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr04_Bt22	chr04	1062799	Clinical		Desjardins	122	122	1055	1.07	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr05_Bt22	chr05	1799688	Clinical		Desjardins	122	122	1055	0.88	0.86	10000	1	464001	474000	3.04	3.04	901	0.56	9999	0.56	0.05
SRS409112	Bt63	VNBI	chr06_Bt22	chr06	1465104	Clinical		Desjardins	122	122	1055	1	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr07_Bt22	chr07	1432555	Clinical		Desjardins	122	122	1055	1.02	1.02	5000	1	1422501	1427500	2.5	2.5	3618	0.35	4999	0.35	0.25
SRS409112	Bt63	VNBI	chr08_Bt22	chr08	1385770	Clinical		Desjardins	122	122	1055	1	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr09_Bt22	chr09	1163630	Clinical		Desjardins	122	122	1055	1.07	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr10_Bt22	chr10	1065964	Clinical		Desjardins	122	122	1055	1.09	1.09	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr11_Bt22	chr11	2037688	Clinical		Desjardins	122	122	1055	0.9	0.84	9500	2	895001	914500	4.35	4.35	9078	0.47	19499	0.96	0.45
SRS409112	Bt63	VNBI	chr12_Bt22	chr12	782508	Clinical		Desjardins	122	122	1055	1.19	1.2	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr13_Bt22	chr13	778629	Clinical		Desjardins	122	122	1055	1.16	1.18	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409112	Bt63	VNBI	chr14_Bt22	chr14	938179	Clinical		Desjardins	122	122	1055	1.11	1.13	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409113	Br795	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-93	Desjardins	853	185	1055	0.99	0.95	11000	1	339501	350500	8.14	8.14	0	0.48	10999	0.48	0
SRS409113	Br795	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-93	Desjardins	853	185	1055	1.12	0.96	6500	1	274501	281000	45.31	45.31	3735	0.4	6499	0.4	0.23
SRS409113	Br795	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-93	Desjardins	853	185	1055	1.18	1.08	10000	1	1560001	1570000	1.62	1.62	396	0.63	9999	0.63	0.03
SRS409113	Br795	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-93	Desjardins	853	185	1055	1	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409113	Br795	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-93	Desjardins	853	185	1055	0.96	0.97	4000	1	474501	478500	2.05	2.05	1253	0.22	3999	0.22	0.07
SRS409113	Br795	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-93	Desjardins	853	185	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409113	Br795	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-93	Desjardins	853	185	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409113	Br795	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-93	Desjardins	853	185	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409113	Br795	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-93	Desjardins	853	185	1055	1.03	1.02	5500	1	4501	10000	2.3	2.3	2012	0.46	5499	0.46	0.17
SRS409113	Br795	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-93	Desjardins	853	185	1055	1.04	1.03	5000	1	582001	587000	5.7	5.7	2535	0.47	4999	0.47	0.24
SRS409113	Br795	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-93	Desjardins	853	185	1055	1.11	1.02	10000	2	1526501	1539000	1.67	1.67	465	0.64	12499	0.8	0.03
SRS409113	Br795	VNI	CP003831.1	chr12	774062	Clinical	VNIa-93	Desjardins	853	185	1055	1.59	1.59	50500	14	31001	772500	1.6	1.62	1538	6.52	741499	95.79	0.2
SRS409113	Br795	VNI	CP003832.1	chr13	756744	Clinical	VNIa-93	Desjardins	853	185	1055	1.03	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409113	Br795	VNI	CP003833.2	chr14	942867	Clinical	VNIa-93	Desjardins	853	185	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Desjardins	853	185	1055	0.93	0.93	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Desjardins	853	185	1055	1.06	0.94	6500	1	274501	281000	31.76	31.76	3735	0.4	6499	0.4	0.23
SRS409175	CHC193	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Desjardins	853	185	1055	0.98	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Desjardins	853	185	1055	1.04	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Desjardins	853	185	1055	0.97	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Desjardins	853	185	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Desjardins	853	185	1055	1.03	1.03	4000	1	164001	168000	2.06	2.06	3807	0.29	3999	0.29	0.27
SRS409175	CHC193	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Desjardins	853	185	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Desjardins	853	185	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Desjardins	853	185	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Desjardins	853	185	1055	0.97	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Desjardins	853	185	1055	1.1	1.09	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409175	CHC193	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Desjardins	853	185	1055	1.07	1.08	8000	1	742501	750500	2.33	2.33	4128	1.06	7999	1.06	0.55
SRS409175	CHC193	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Desjardins	853	185	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091247.1	chr01	2264292	Clinical		Desjardins	16	16	1055	0.89	0.87	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091248.1	chr02	2048781	Clinical		Desjardins	16	16	1055	0.91	0.9	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091249.1	chr03	1851527	Clinical		Desjardins	16	16	1055	0.92	0.92	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091250.1	chr04	1666708	Clinical		Desjardins	16	16	1055	0.9	0.89	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091251.1	chr05	1439842	Clinical		Desjardins	16	16	1055	1.04	1.01	7000	1	1430001	1437000	8.53	8.53	55	0.49	6999	0.49	0
SRS409176	C45	VNII	CP091252.1	chr06	1423448	Clinical		Desjardins	16	16	1055	0.99	0.98	11000	1	1405501	1416500	2.5	2.5	1982	0.77	10999	0.77	0.14
SRS409176	C45	VNII	CP091253.1	chr07	1422665	Clinical		Desjardins	16	16	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091254.1	chr08	1189062	Clinical		Desjardins	16	16	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091255.1	chr09	1073428	Clinical		Desjardins	16	16	1055	1.05	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091256.1	chr10	1071647	Clinical		Desjardins	16	16	1055	1.07	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091257.1	chr11	1036497	Clinical		Desjardins	16	16	1055	1.08	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091258.1	chr12	951480	Clinical		Desjardins	16	16	1055	1.05	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091259.1	chr13	785846	Clinical		Desjardins	16	16	1055	1.08	1.1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409176	C45	VNII	CP091260.1	chr14	732150	Clinical		Desjardins	16	16	1055	1.11	1.14	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-X	Desjardins	853	185	1055	0.92	0.92	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-X	Desjardins	853	185	1055	1.05	0.94	6500	1	274501	281000	29.38	29.38	3735	0.4	6499	0.4	0.23
SRS409177	MW-RSA36	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-X	Desjardins	853	185	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-X	Desjardins	853	185	1055	1.06	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-X	Desjardins	853	185	1055	0.95	0.95	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-X	Desjardins	853	185	1055	1.01	1	12000	1	7001	19000	2.55	2.55	269	0.84	11999	0.84	0.02
SRS409177	MW-RSA36	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-X	Desjardins	853	185	1055	1.01	1.01	4000	1	164001	168000	1.89	1.89	3807	0.29	3999	0.29	0.27
SRS409177	MW-RSA36	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-X	Desjardins	853	185	1055	1.01	1.01	8000	1	30001	38000	2.5	2.5	689	0.57	7999	0.57	0.05
SRS409177	MW-RSA36	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-X	Desjardins	853	185	1055	1.04	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-X	Desjardins	853	185	1055	1.04	1.05	3500	1	583001	586500	2.24	2.24	2196	0.33	3499	0.33	0.21
SRS409177	MW-RSA36	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-X	Desjardins	853	185	1055	0.97	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003831.1	chr12	774062	Clinical	VNIa-X	Desjardins	853	185	1055	1.17	1.12	32500	1	498501	531000	2.1	2.1	682	4.2	32499	4.2	0.09
SRS409177	MW-RSA36	VNI	CP003832.1	chr13	756744	Clinical	VNIa-X	Desjardins	853	185	1055	1.08	1.12	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409177	MW-RSA36	VNI	CP003833.2	chr14	942867	Clinical	VNIa-X	Desjardins	853	185	1055	1.06	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003820.1	chr01	2291499	Clinical	VNIb	Desjardins	853	185	1055	0.84	0.8	13000	2	1	350500	4.93	4.93	0	0.57	350499	15.3	0
SRS409478	AD1-7a	VNI	CP003821.1	chr02	1621675	Clinical	VNIb	Desjardins	853	185	1055	0.97	0.83	6500	1	274501	281000	30.81	30.81	3735	0.4	6499	0.4	0.23
SRS409478	AD1-7a	VNI	CP003822.1	chr03	1575141	Clinical	VNIb	Desjardins	853	185	1055	0.93	0.93	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003823.1	chr04	1084805	Clinical	VNIb	Desjardins	853	185	1055	1.06	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003824.1	chr05	1814975	Clinical	VNIb	Desjardins	853	185	1055	0.9	0.88	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003825.1	chr06	1422463	Clinical	VNIb	Desjardins	853	185	1055	1	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003826.1	chr07	1399503	Clinical	VNIb	Desjardins	853	185	1055	1	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003827.1	chr08	1398693	Clinical	VNIb	Desjardins	853	185	1055	0.98	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003828.1	chr09	1186808	Clinical	VNIb	Desjardins	853	185	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003829.1	chr10	1059964	Clinical	VNIb	Desjardins	853	185	1055	1.06	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003830.1	chr11	1561994	Clinical	VNIb	Desjardins	853	185	1055	0.9	0.89	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003831.1	chr12	774062	Clinical	VNIb	Desjardins	853	185	1055	1.17	1.11	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003832.1	chr13	756744	Clinical	VNIb	Desjardins	853	185	1055	1.12	1.13	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409478	AD1-7a	VNI	CP003833.2	chr14	942867	Clinical	VNIb	Desjardins	853	185	1055	1.06	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.85	0.83	2000	1	1	2000	2.64	2.64	0	0.09	1999	0.09	0
SRS409479	125.91	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.95	0.82	7000	1	274501	281500	31.76	31.76	4210	0.43	6999	0.43	0.26
SRS409479	125.91	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.95	0.95	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-outlier	Desjardins	853	185	1055	1.06	1.07	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.82	0.83	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.95	0.95	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.96	0.97	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-outlier	Desjardins	853	185	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-outlier	Desjardins	853	185	1055	1.03	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-outlier	Desjardins	853	185	1055	0.91	0.92	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003831.1	chr12	774062	Clinical	VNIa-outlier	Desjardins	853	185	1055	1.14	1.12	2500	1	9501	12000	2.09	2.09	1445	0.32	2499	0.32	0.19
SRS409479	125.91	VNI	CP003832.1	chr13	756744	Clinical	VNIa-outlier	Desjardins	853	185	1055	1.06	1.11	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409479	125.91	VNI	CP003833.2	chr14	942867	Clinical	VNIa-outlier	Desjardins	853	185	1055	1.08	1.09	1367	1	941501	942867	0.06	0.06	991	0.14	1366	0.14	0.11
SRS409482	C23	VNI	CP003820.1	chr01	2291499	Clinical	VNIb	Desjardins	853	185	1055	0.93	0.94	2000	1	1	2000	5.5	5.5	0	0.09	1999	0.09	0
SRS409482	C23	VNI	CP003821.1	chr02	1621675	Clinical	VNIb	Desjardins	853	185	1055	1.07	0.94	7000	1	274501	281500	37.53	37.53	4210	0.43	6999	0.43	0.26
SRS409482	C23	VNI	CP003822.1	chr03	1575141	Clinical	VNIb	Desjardins	853	185	1055	0.97	0.99	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409482	C23	VNI	CP003823.1	chr04	1084805	Clinical	VNIb	Desjardins	853	185	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409482	C23	VNI	CP003824.1	chr05	1814975	Clinical	VNIb	Desjardins	853	185	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409482	C23	VNI	CP003825.1	chr06	1422463	Clinical	VNIb	Desjardins	853	185	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409482	C23	VNI	CP003826.1	chr07	1399503	Clinical	VNIb	Desjardins	853	185	1055	1	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409482	C23	VNI	CP003827.1	chr08	1398693	Clinical	VNIb	Desjardins	853	185	1055	0.99	1.01	0	0	NA	NA	NA	NA	NA	0	0	0	NA
SRS409482	C23	VNI	CP003828.1	chr09	1186808	Clinical	VNIb	Desjardins	853	185	1055	1.03	1.04	0	0	NA	NA	NA	NA	NA	0	0	0	NA
